Image,Order No.,Order Date (dd-mm-yyyy),Client Name,University/ College Name,Client District,Client State,Client Pin Code,Book No.,Book Sr. No.,Book Date (dd-mm-yyyy),Product Name,Product Quantity,Product Unit,Unit Price (INR/Unit),Total amount (INR),Tax amount (INR),Delivery/Forwarding charges,Grand Total amount including Tax (INR),Dispatched through (Agency Name),Dispatch RR/ GR No.,Dispatch Date (dd-mm-yyyy),Date  of material receipt (dd-mm-yyyy),Autorised signatory from Standard Library Service
,1-9/49/78-MSKA(Pt.III).,24-08-1994,"The Secretary,","Manipur State Kala Akademi,",Imphal,-,795001,-,-,-,Book Tags - Made of cloth. Round shape.,10000,th.,100,1000,,,,,,,,
,1-9/49/78-MSKA(Pt.III).,24-08-1994,"The Secretary,","Manipur State Kala Akademi,",Imphal,-,795001,-,-,-,"Catalogue CArds Size 5""*3"". White. Ruled and punched with a round hole. Imported card stock : Heavy weight. ..",10000,th.,360,3600,930,220,10450,ABC India Limited,Imphal,TU-7235,21-10-1994,-
,1-9/49/78-KAI(Pt.III).,7/12/1988,"The Secretary,","Manipur State Kala Akademi,",Imphal,-,795 001,-,-,-,"Catalogue Cards Size 5""*3"". White. Ruled and punched with a round hole. Imported card stock : Heavy weight. ..",10000,th.,250,2500,,,,,,,,
,1-9/49/78-KAI(Pt.III).,7/12/1988,"The Secretary,","Manipur State Kala Akademi,",Imphal,-,795 001,-,-,-,Book Labels - Round shape.Cloth made. ..,10000,th.,45,450,295,45,3290,ABC India Limited,Imphal,SE 5242,7/2/1989,-
,Admn.6(4)91,10/1/1994,"The Director,","National Labour Institute,",-,-,201301,-,-,-,"Index Slips - Size 5""*3"". Ruled and punched. Made of superior quality azure ledger paper. ..",10000,th.,70,700,,,,,,,,
,Admn.6(4)91,10/1/1994,"The Director,","National Labour Institute,",-,-,201301,-,-,-,Accession Registers - 5000 entries each . Leather Bound. ..,2 doz,ea.,160,320,,,,,,,,
,Admn.6(4)91,10/1/1994,"The Director,","National Labour Institute,",-,-,201301,-,-,-,"Catalogue Cards Size 5""*3"". White. Ruled and punched with a round hole. Indian card stock : Holder weight (Superior)",10000,th.,160,1600,262,60,2942,-,-,-,-,-
,-,-,"The Director,","National Labour Institute,",-,-,201301,-,-,-,Book Pockets- Bag shaped. Printed with matter as per your sample. ..,5000,th.,200,1000,100,,1100,-,-,-,-,-
,Admn.6(4)91,15-03-1994,"The Director,","National Labour Institute,",-,-,201301,-,-,-,Book Plates- Printed one side on superior quality white art paper. ..,5000,th.,70,350,35,,385,-,-,-,-,-
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Administration),","V.V. Girl National Labour Institute,",-,-,201 301,-,-,-,"Continuous Catalogue cards for computer - Size 5""*3"". ..",60000,th.,300,18000,1800,,19800,-,-,-,-,-
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Admn),","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Book Tags - self Adhesive sticker type. Rectangular shape with rounded corners. ..,7000,th.,90,630,,,,,,,,
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Admn),","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Book Plates- Printed one side on superior quality white art paper. ..,4000,th.,150,600,,,,,,,,
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Admn),","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Due Date Slips - Printed one side on superior quality white paper. ..,3000,th.,150,450,,,,,,,,
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Admn),","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Book Pockets- Bag shaped. Printed with name and rules of the library. ..,4000,th.,350,1400,,,,,,,,
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Admn),","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,"Book Cards- Size 3""*5"". Printed both sides with column of heavy weight yellow card stock. ..",3000,th.,350,1050,,,,,,,,
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Admn),","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Accession Registeres - 5000 lines. Leather Bound. ..,2 Nos.,ea.,250,500,,,,,,,,
,Admn.6(18)96,25-06-1997,"The Programme Officer & Incharge  (Admn),","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Newspaper Record Registers - 100 leaves each. Leather Bound. ..,2 Nos.,ea.,200,400,503,,5533,-,-,-,-,-
,Admn.6(16)98,1/6/1999,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,(U.P),-,-,-,-,Book Pockets- Bag shaped. Printed with name and rules of the library. Yellow colour. ..,5000,Th.,400,2000,200,,2200,-,-,-,-,-
,Admn.6(16)98,24-08-1999,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,(U.P),-,-,-,-,"Pamphlet Boxes - Cut Corner style. Made of extra thick straw board fully covered with rexine cloth of superior quality. Size 4 *9/2""*12 1/2"" Black Colour. ..",24 Nos.,ea.,50,1200,120,,1320,-,-,-,-,-
,Admn.6(16)98,16-02-1999,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Book Tags - self Adhesive sticker type. Rectangular shape. ..,10000,Th.,90,900,,,,,,,,
,Admn.6(16)98,16-02-1999,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,"Index Slips - Size 5""*3"". Ruled and punched.",5000,Th.,100,500,,,,,,,,
,Admn.6(16)98,16-02-1999,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Book Plates- Printed one side on superior quality white art paper. ..,5000,Th.,180,900,230,,2530,-,-,-,-,-
,Admn.No.6(18)96,28-09-2004,"The Admn.Officer,","V.V. Girl National Labour Institute,",-,-,201 301,-,-,-,Book Slips (Book plates) - Printed one side on white art paper. ..,5000,Th.,180,900,,,,,,,,
,Admn.No.6(18)96,28-09-2004,"The Admn.Officer,","V.V. Girl National Labour Institute,",-,-,201 301,-,-,-,Due Date Slips - Printed with matter on superior quality white paper. ..,5000,Th.,180,900,180,,1980,-,-,-,-,-
,Admn.6(18)96,15-03-2002,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Book Slips (Book plates) - Printed one side on white art paper. ..,5000,th.,140,800,,,,,,,,
,Admn.6(18)96,15-03-2002,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Due Date Slips - Printed one side on superior quality white paper. ..,5000,th.,160,800,,,,,,,,
,Admn.6(18)96,15-03-2002,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Book Pockets- Bag shaped. Printed as per your sample. ..,10000,th.,375,3750,,,,,,,,
,Admn.6(18)96,15-03-2002,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,"Kardex Cards - Size 8""*5"". Printed. ..",1000,Hd.,100,1000,,,,,,,,
,Admn.6(18)96,15-03-2002,"The Administrative Officer,","V.V. Girl National Labour Institute,",-,-,201301,-,-,-,Accession Registers - 5000 entries each . Leather Bound. ..,2 Nos.,Ea.,300,600,695,,7645,-,-,-,-,-
,L9,6/9/2011,The Principal,R Raghunath Girl's (P.G) College,Meerut,-,-,1,C/61,28-10-2011,"Borrower's Tickets - Made of thick card reinforced with cloth. Pink colour printed as per your sample size - 2 1/2""*4"". ..",5000,Th.,2300,11500,,,,,,,,
,L9,6/9/2011,The Principal,R Raghunath Girl's (P.G) College,Meerut,-,-,1,C/61,28-10-2011,"Book Cards- Size 3""*5"". Printed both sides as per your sample. Yellow card. ..",5000,Th.,550,2750,,,,,,,,
,L9,6/9/2011,The Principal,R Raghunath Girl's (P.G) College,Meerut,-,-,1,C/61,28-10-2011,"Catalogue Cards - Size 5""*3"". Ruled and punched. White. Imported card stock : heavy weight. ..",10000,Th.,625,6250,,,,,,,,
,L9,6/9/2011,The Principal,R Raghunath Girl's (P.G) College,Meerut,-,-,1,C/61,28-10-2011,Accession Registers - 5000 entries each . Leather Bound. ..,One,Each,600,600,1055,245,22400,Passenger train railway stnyo,Meerut City Jn.,A-0526270,28-10-2011,-
,L169/05,15-03-2005,The Principal,"Raghunath Girls post Graduate College,",Meerut,(U.P),-,-,-,-,"Computer Catalogue cards(Continuous)  Size 5""*3"". Punched. ..",20000,Th.,320,6400,640,210,7250,Passenger train railway stnyo,Meerut City.,F2889927,24-03-2005,-
,-,-,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,Periodical Record Register- 200 leaves. Leather bound. ..,One,Ea.,325,325,,,,,,,,
,-,-,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,Binding Register - 200 Leaves.Leather Bound. ..,One,Ea.,325,325,,,,,,,,
,-,-,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,Catalogue Guide Cards (Blank) & Made of extra thick card stock . Tab cut thirds. Punched. Red colour. ..,200,Hd.,90,180,,,,,,,,
,-,-,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Borrower's Tickets size - 2 1/2""*4"". - Cloth -Lined. Printed as per your sample.White.",1000,Th.,850,850,109.5,,1204.5,Despatched per Passenger train,Meerut City,F289927,21-03-2005,-
,-,28-06-2004,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,Due Date Slips - Printed one side on yellow paper. ..,5000,Th.,180,900,,,,,,,,
,-,28-06-2004,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,Due Date Slips - Printed one side on Blue paper. ..,2000,Th.,180,360,,,,,,,,
,-,28-06-2004,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Borrower's Tickets - size - 2 1/2""*4"". Made of thick card reinforced with cloth. Printed as per your sample Blue colour",1000,Th.,850,850,,,,,,,,
,-,28-06-2004,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,Borrower's Tickets -  -do-   -do-  Red Colour,5000,Th.,850,4250,,,,,,,,
,-,28-06-2004,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Catalogue cards- Size 5""*3"". White. Ruled and punched. Indian card stock : heavy weight ..",5000,Th.,350,1750,,,,,,,,
,-,28-06-2004,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Catalogue Guide Cards (Plain) Size 5""*3"". Made of extra thick card stock . Tab cut thirds. Red colour. ..",1000,Th.,900,900,901,279,10190,Passenger train,Meerut City,E 816762,27-11-2004,-
,-,19-12-2003,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Book Purchase Register -  Size 8 1/2""* 3 1/2"". Printed with columns as per proforma on superior quality azure ledger paper. Strong Halg Leather Bouund. 100 leaves. ..",One,Ea.,350,350,35,74,459,-,-,-,-,-
,-,19-12-2003,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Book Purchase Register -  Size 8 1/2""* 3 1/2"". Printed with columns as per proforma on superior quality azure ledger paper. Strong Halg Leather Bouund. 100 leaves. ..",One,Ea.,350,350,,,,,,,,
,-,19-12-2003,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Stock Book Register - Size 8 1/2""*13 1/2"". Printed with columns as per your proforma on superior quality azure ledger paper. Strong half leather bound. 100 leaves. ..",One,Ea.,350,350,70,149,918,-,-,-,-,-
,-,19-12-2003,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,-,-,-,"Stock Book Register - Size 8 1/2""*13 1/2"". Printed with columns as per your proforma on superior quality azure ledger paper. Strong half leather bound. 100 leaves. ..",One,Ea.,350,350,35,74,459,-,-,-,-,-
,L5/05,19-04-2005,The Principal,"Raghunath Girls Post Graduate College,",Meerut,-,-,2,C/148,15-10-2005,"Membership cards - Size 3""*5"". Printed both sides on pink card stock. ..",2500,Th.,450,1125,,,,,,,,
,L5/05,19-04-2005,The Principal,"Raghunath Girls Post Graduate College,",Meerut,-,-,2,C/148,15-10-2005,Requisition Slips - Printed one side on Pink Paper. Bound intopads. ..,10000,Th.,200,2000,,,,,,,,
,L5/05,19-04-2005,The Principal,"Raghunath Girls Post Graduate College,",Meerut,-,-,2,C/148,15-10-2005,Due Date slips- Printed one side on yellow paper. ..,5000,Th.,180,900,402.5,147.5,4575,Passenger Train,Meerut,F 535948,14-10-2005,-
,L2/06,1/6/2006,The Principal,"Raghunath Girls Post Graduate College,",Meerut,(U.P),-,2,C/112,30-11-2006,"Membership cards - Size 5""*3"". Printed as per your sample. Light blue on heavy weigth coloured card stock Punched. ..",2000,Th.,450,900,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls Post Graduate College,",Meerut,(U.P),-,2,C/112,30-11-2006,  -do-  -do-  Mustard Colour,1000,Th.,450,450,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls Post Graduate College,",Meerut,(U.P),-,2,C/112,30-11-2006,Registration slips - Printed. D.Green,5000,Th.,225,1125,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls Post Graduate College,",Meerut,(U.P),-,2,C/112,30-11-2006, -do-  -do- Light Green.,5000,Th.,225,1125,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls Post Graduate College,",Meerut,(U.P),-,2,C/112,30-11-2006,Borrower's Tickets - (Cloth-Lined)  Printed. Light blue colour.,1000,Th.,950,950,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls Post Graduate College,",Meerut,(U.P),-,2,C/112,30-11-2006,  -do-  -do-  Mustard Colour,500,Th.,950,475,502.5,249.5,5777,Passenger Train,to Meerutcity Rly.Stn.,C 381076,30-11-2006,-
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,Book Cards - Size 6.5 cms * 11 cms. Printed both sides as per your sample on heavy wt. Yellow card.,5000,Th.,450,2250,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,requisition Slips - Printed one side on Pink Paper. Bound into pads of 100 each. ..,10000,Th.,225,2250,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,Book Tags - (Self Adesive)Rectangular shape. ..,10000,Th.,100,1000,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,Borrower's Tickets- Size 6.5 cms * 10 cms. Cloth Lined. Pritnted as per your sample. Pink colour.,8000,Th.,950,7600,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,Due date slips- Printed. Yellow.,10000,Th.,200,2000,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,Due date slips- Printed. Blue Colour.,5000,Th.,200,1000,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,Book Pockets- Bag shaped. Fabricated and printed as per your sample.,10000,Th.,425,4250,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,"Catalogue cards- Size 5""*3"". White. Ruled and punched. Imported card stock : heavy weight.",7000,Th.,575,4025,,,,,,,,
,L2/06,1/6/2006,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,1,C/88,18-10-2006,"Catalogue cards- Size 5""*3"". White Ruled and punched Indian Card Stock : Heavy weight. ..",5000,Th.,425,2125,2650,550,29700,Passenger Train,to Meerutcity .railway station.,C 225436,18-10-2006,-
,L7/07,4/7/2007,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,2,C/152,3/3/2008,"Membership Cards- Size 5""*3"". Printed both sides on heavy wt. Pink card stock.",5000,Th.,480,2400,,,,,,,,
,L7/07,4/7/2007,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,2,C/152,3/3/2008,"Book Cards- Size 2, 5/8""*4 1/2"". Printed as per your sample on heavy wt.Yellow card stock.",5000,Th.,450,2250,,,,,,,,
,L7/07,4/7/2007,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,2,C/152,3/3/2008,Book Labels- Self Adhesive sticker type. R4ectangular shape.,5000,Th.,110,550,,,,,,,,
,L7/07,4/7/2007,The Principal,"Raghunath Girls College,",Meerut,(U.P),-,2,C/152,3/3/2008,Accession Register-5000 entries. Leather Bound.,One,Each,450,450,565,180,6395,Passenger Train,railway Station Meerut City Jn,G 389172,3/3/2008,-
,-,-,The Principal,B-Bd Library,Meerut,(U.P),-,1,C/34,8/6/2007,"Steel Book Supprots- Made of heavy gauge steel sheets and powder coated in grey finis. Size - 7 1/4""*5"".",100 Nos.,Each,45,4500,562.5,,5062.5,-,-,-,-,-
,-,-,The Principal,Raghunath Girls College Library,Meerut,-,-,1,C/91,29-09-2008,Loan Register - 200 leaves. Leather Bound.,One,Each,500,500,20,,520,-,-,-,-,-
,-,-,The Principal,Raghunath Girl's (P.G) College,Meerut,(U.P),-,2,C/128,27-01-2010,"Borrower's Tickets - Printed as per your sample. Size 2, 1/2"" * 4"". Cloth- Lined. Pink - 3000 ; Green - 1000 Blue- 500 and white - 500.",5000,Th.,1800,9000,,,,,,,,
,-,-,The Principal,Raghunath Girl's (P.G) College,Meerut,(U.P),-,2,C/128,27-01-2010,"Membership Cards- Size 5""*3"". Printed as per your sample. Pinl - 1000; Mustered - 500; white - 500; Green - 1000 and Blue - 500.",3500,Th.,550,1925,,,,,,,,
,-,-,The Principal,Raghunath Girl's (P.G) College,Meerut,(U.P),-,2,C/128,27-01-2010,Book Cards - Printed as per your sample. Yellow - 5000 and Blue - 2000,7000,Th.,480,3360,,,,,,,,
,-,-,The Principal,Raghunath Girl's (P.G) College,Meerut,(U.P),-,2,C/128,27-01-2010,Book Pockets- Fabricated and printed per your sample. Blue colour.,2000,Th.,450,900,,,,,,,,
,-,-,The Principal,Raghunath Girl's (P.G) College,Meerut,(U.P),-,2,C/128,27-01-2010,Due Date Slips - Printed as per your sample. Yellow - 5000 and Blue 2000,7000,Th.,250,1750,,,,,,,,
,-,-,The Principal,Raghunath Girl's (P.G) College,Meerut,(U.P),-,2,C/128,27-01-2010,Requisition  slips - Printed as per your sample. Green colour.,2000,Th.,225,450,869.25,550,18804.25,Passenger Train,railway Station Meerut City Jn,H 849562,27-01-2010,-
,CSL/14-15/4,12/5/2014,The Incharge,Central Science Library,-,Delhi,110007,1,B/12,31-05-2014,Plastic Pouch for membership cards. Made of transparents Plastic.,4000,Each,2.5,10000,,,,,,,,
,CSL/14-15/4,12/5/2014,The Incharge,Central Science Library,-,Delhi,110007,1,B/12,31-05-2014,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Royal Blue Colour.",4000,Each,2.5,20000,3750,,33750,-,-,-,-,
,CSL/14-15/4,-,The Incharge,Central Science Library,-,Delhi,110 007,1,B/13,31-05-2014,Insertion Slips for plastic Reader Tickers- Printed one sdie as per your sample on white card.,14000,th.,175,2450,122.5,,2572.5,-,-,-,-,
,CSL/13-14/266,23-01-2014,Incharge,Central Science Library,-,Delhi,110007,1,B/76,31-01-2014,Plastic Mouth Guides for Charging Tray (January - December_ set of 12 cards.,6 sets,Each,80,480,60,,540,-,-,-,-,
,CSL/13-14/121,12/8/2013,Incharge,Central Science Library,-,Delhi,110007,1,B/70,4/1/2014,"Kardex Card Holder's - Size 8""*5"". Kardex Cabinet.",500,Each,7.5,3750,468.75,,4218.75,-,-,-,-,
,CSL/13-14/128,5/11/2013,The Incharge,Central Science Library,-,Delhi,110 007,1,B/45,18-08-2013,"PLASTIC READERS TICKETS- 2""*3"". Fabricated and printed both sides as per your sample. (M.Sc) Royal Blue Colour. ..",2000,ea.,4.5,9000,1125,,10125,-,-,-,-,
,CSL/13-14/36,17-05-2013,The Incharge,Central Science Library,-,Delhi,110007,1,B/19,28-06-2013,Insertion Slips -Printed as per your sample.,10000,Th.,150,1500,75,,1575,-,-,-,-,
,CSL/13-14/36,17-05-2013,The Incharge,Central Science Library,-,Delhi,110007,1,B/20,28-06-2013,Plastic Pouch for membership cards. Made of transparents Plastic.,2000,Each,2.5,5000,,,,,,,,
,CSL/13-14/36,17-05-2013,The Incharge,Central Science Library,-,Delhi,110007,1,B/20,28-06-2013,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Royal Blue Colour.",2000,Each,4.5,9000,1750,,15750,-,-,-,-,
,CSL/12-13/178,19-09-2012,Incharge,Central Science Library,-,Delhi,110007,1,B/68,23-10-2012,"Charging Tray - Made of best quality material and well polished. Fitted with detachable cover and latch. Suitable for reader's tickets Size 2""*3"". 5-Sections.",Two,Each,2200,4400,550,,4950,-,-,-,-,
,CSL/12-13/119,14-08-2012,Incharge,Central Science Library,-,Delhi,110007,1,B/52,3/9/2012,Insertion Slips -Printed as per your sample.,2000,Th.,150,300,15,,315,-,-,-,-,
,CSL/12-13/162,4/11/2012,Incharge,Central Science Library,-,Delhi,110007,1,B/59,17-09-2012,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Royal Blue Colour.",2000,Each,4.5,9000,1125,,10125,-,-,-,-,
,CSL/12-13/191,14-08-2012,Incharge,Central Science Library,-,Delhi,110002,1,B/53,3/9/2012,Plastic Pouch for membership cards. Made of transparents Plastic.,2000,Each,2.25,4500,562.5,,5062.5,-,-,-,-,
,CSL/11-12/38,10/6/2011,Incharge,Central Science Library,-,Delhi,110007,1,B/34,19-07-2011,Insertion Slips -Printed as per your sample.,6000,Th.,125,750,37.5,,787.5,-,-,-,-,
,CSL/11-12/38,10/6/2011,Incharge,Central Science Library,-,Delhi,110007,1,B/35,19-07-2011,Plastic Pouch for membership cards. Made of transparents Plastic.,2000,Each,2.5,5000,,,,,,,,
,CSL/11-12/38,10/6/2011,Incharge,Central Science Library,-,Delhi,110007,1,B/35,19-07-2011,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Dark green Colour.",2000,Each,3.5,7000,,,,,,,,
,CSL/11-12/38,10/6/2011,Incharge,Central Science Library,-,Delhi,110007,1,B/35,19-07-2011,  -do-  -do- Yellow colour (M.Phil),500,Ea.,3.5,1750,,,,,,,,
,CSL/11-12/38,10/6/2011,Incharge,Central Science Library,-,Delhi,110007,1,B/35,19-07-2011,  -do-  -do-  Grey colour (PH.Dl),500,Ea.,3.5,1750,,,,,,,,
,CSL/11-12/38,10/6/2011,Incharge,Central Science Library,-,Delhi,110007,1,B/35,19-07-2011,  -do-  -do- Royal Blue (M.sc),500,Ea.,3.5,1750,2156.25,,19406.25,-,-,-,-,
,CSL/10-11/653,11/3/2011,Incharge,Central Science Library,-,Delhi,110007,2,B/147,24-03-2011,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Grey Colour.",1000,Each,3.5,3500,437.5,,3937.5,-,-,-,-,
,-,-,Incharge,Central Science Library,-,Delhi,110007,2,B/122,16-02-2011,Book Tags- Self adhesive Sticker type. Rectangular shape with rounded corners.,10000,Th.,120,1200,60,,1260,-,-,-,-,
,CSL/10-11/589,7/2/2011,Incharge,Central Science Library,-,Delhi,110007,2,B/121,16-02-2011,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey finish. Size 7 1/4""*5"".",200 Nos.,Each,65,11000,1375,,12375,-,-,-,-,
,CSL/10-11/160,5/7/2010,Incharge,Central Science Library,-,Delhi,110007,1,B/48,29-07-2010,Insertion Slips -Printed one side on white medium wt. Card,15000,Th.,125,1875,93.75,,1968.75,-,-,-,-,
,CSL/10-11/160,5/7/2010,The Incharge,Central Science Library,-,Delhi,110007,1,B/49,29-07-2010,Plastic Pouch for membership cards. Made of transparents Plastic.,2000,Each,2.25,4500,562.5,,5062.5,-,-,-,-,
,CSL/10-11/209,20-07-2010,Incharge,Central Science Library,-,Delhi,110007,1,B/53,31-07-2010,"Plastic Reader's Tickets - Size 2""*3"". Fabricated and Printed as per your sample.Dark Green Colour.",500,Each,3.5,1750,218.75,,1968.75,-,-,-,-,
,CSL/09-10-741,2/3/2010,The Incharge,Central Science Library,-,Delhi,110007,2,B/161,6/3/2010,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey finish. Size 7 1/4""*5"".",100 Nos.,Each,50,5000,625,,5625,-,-,-,-,
,CSL/09-10-741,2/3/2010,The Incharge,Central Science Library,-,Delhi,110007,2,B/160,5/3/2010,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey finish. Size 7 1/4""*5"".",100 Nos.,Each,50,5000,625,,5625,-,-,-,-,
,CSL/,17-11-2009,The Incharge,Central Science Library,-,Delhi,110007,2,B/128,14-12-2009,"Plastic Reader's Tickets - Size 2""*3"". PRINTED as per your sample.Dark Green Colour.",500,Each,3,1500,187.5,,1687.5,-,-,-,-,
,CSL/09-10/55,30-05-2009,Incharge,Central Science Library,-,Delhi,110007,1,B/43,30-06-2009,Plastic Pouch for membership cards. Made of transparents Plastic.,5000,Each,1.8,9000,1125,,10125,-,-,-,-,
,CSL/09-10/55,30-05-2009,Incharge,Central Science Library,-,Delhi,110007,1,B/34,22-06-2009,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Grey Colour.",5000,Each,3,15000,1075,,16075,-,-,-,-,
,CSL/09-10/55,30-05-2009,Incharge,Central Science Library,-,Delhi,110007,1,B/34,22-06-2009,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Grey Colour.",5000,Ea.,3,15000,,,,,,,,
,CSL/09-10/55,30-05-2009,Incharge,Central Science Library,-,Delhi,110007,1,B/34,22-06-2009,Plastic Pouch for membership cards. Made of transparents Plastic.,5000,Each,1.8,9000,3000,,27000,-,-,-,-,
,CSL/09-10/57,30-05-2009,Incharge,Central Science Library,-,Delhi,110007,1,B/32,19-06-2009,Book Tags- Self adhesive Sticker type. Oval Shape.,10000,Th.,110,1100,,,,,,,,
,CSL/09-10/57,30-05-2009,Incharge,Central Science Library,-,Delhi,110007,1,B/32,19-06-2009,Transparent Labels - Rectangular shape with rounded corners.,20000,Th.,250,5000,,,,,,,,
,CSL/09-10/57,30-05-2009,Incharge,Central Science Library,-,Delhi,110007,1,B/32,19-06-2009,Book Pockets - Small (Plain) Yellow colour.,10000,Th.,300,3000,364,,9464,-,-,-,-,
,CSL/08-09/255,10/11/2008,Incharge,Central Science Library,-,Delhi,110007,1,B/87,17-10-2008,"Charging Tray - Made of best quality material and well polished. Fitted with detachable cover and latch. Suitable for reader's tickets Size 2""*3"". 5-Sections.",3 Nos.,Each,1500,4500,562.5,,5062.5,-,-,-,-,
,-,-,Incharge,Central Science Library,-,Delhi,110007,1,B/81,19-09-2008,Accession Registers - 5000 entries. Leather Bound.,Two,Each,500,1000,40,,1040,-,-,-,-,
,CSL/08-09/56,26-06-2008,The Incharge,Central Science Library,-,Delhi,110007,1,B/50,26-07-2008,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Roual Blue  Colour.",2000,Each,3,6000,750,,6750,-,-,-,-,
,-,-,The Incharge,Central Science Library,-,Delhi,110007,2,B/146,17-12-2007,"Plastic Reader's Tickets - Size 2""*3"". Printed as per your sample. Roual Blue  Colour.",500,Each,3,1500,187.5,,1687.5,-,-,-,-,
,CSL/07-08-132,29-08-2007,The Incharge,Central Science Library,-,Delhi,110 007,2,B/103,28-09-2007,Plastic Month Guides for Charging Tray (January - December_ set of 12 cards.,2 set,set,75,150,18.75,,168.75,-,-,-,-,
,CSL/07-08/57,11/7/2007,The Incharge,Central Science Library,-,Delhi,110 007,1,B/87,11/9/2007,"Plastic Pouches - Size 3 1/4""*4"". For Library Membership cards. Made of transparents Plastic.",2000,ea.,1.6,3200,400,,3600,-,-,-,-,
